2023/8/25 1:00,27.7
2023/8/25 2:00,27.4
2023/8/25 3:00,27.5
2023/8/25 4:00,27.5
2023/8/25 5:00,27.3
2023/8/25 6:00,27.4
2023/8/25 7:00,29
2023/8/25 8:00,30.5
2023/8/25 9:00,29.2
2023/8/25 10:00,30.4
2023/8/25 11:00,31.3
2023/8/25 12:00,31.5
2023/8/25 13:00,31.7
2023/8/25 14:00,31.8
2023/8/25 15:00,32
2023/8/25 16:00,31.4
2023/8/25 17:00,31.3
2023/8/25 18:00,31.3
2023/8/25 19:00,29.9
2023/8/25 20:00,28.8
2023/8/25 21:00,28.4
2023/8/25 22:00,28.2
2023/8/25 23:00,28
2023/8/26 0:00,27.5
2023/8/26 1:00,27.4
2023/8/26 2:00,27.6
2023/8/26 3:00,27.2
2023/8/26 4:00,27.3
2023/8/26 5:00,27
2023/8/26 6:00,27.2
2023/8/26 7:00,28.5
2023/8/26 8:00,30.4
2023/8/26 9:00,31.4
2023/8/26 10:00,32.1
2023/8/26 11:00,31.8
2023/8/26 12:00,31.7
2023/8/26 13:00,32.9
2023/8/26 14:00,32.6
2023/8/26 15:00,32.9
2023/8/26 16:00,31.8
2023/8/26 17:00,30.3
2023/8/26 18:00,29.1
2023/8/26 19:00,28.4
2023/8/26 20:00,27.9
2023/8/26 21:00,27.8
2023/8/26 22:00,27.6
2023/8/26 23:00,27.5
2023/8/27 0:00,27.2
2023/8/27 1:00,27.1
2023/8/27 2:00,27.1
2023/8/27 3:00,26.7
2023/8/27 4:00,26.5
2023/8/27 5:00,26.1
2023/8/27 6:00,26.4
2023/8/27 7:00,27.5
2023/8/27 8:00,29
2023/8/27 9:00,30.1
2023/8/27 10:00,30
2023/8/27 11:00,30.5
2023/8/27 12:00,30.2
2023/8/27 13:00,28.2
2023/8/27 14:00,29
2023/8/27 15:00,30.9
2023/8/27 16:00,29.9
2023/8/27 17:00,29.1
2023/8/27 18:00,28.3
2023/8/27 19:00,27.9
2023/8/27 20:00,27.4
2023/8/27 21:00,27.1
2023/8/27 22:00,27
2023/8/27 23:00,26.7
2023/8/28 0:00,26.9
2023/8/28 1:00,26.9
2023/8/28 2:00,27.1
2023/8/28 3:00,27.5
2023/8/28 4:00,27.5
2023/8/28 5:00,27.1
2023/8/28 6:00,27.1
2023/8/28 7:00,28.4
2023/8/28 8:00,29
2023/8/28 9:00,30.1
2023/8/28 10:00,30.7
2023/8/28 11:00,30.9
2023/8/28 12:00,32
2023/8/28 13:00,33.1
2023/8/28 14:00,32.7
2023/8/28 15:00,32.9
2023/8/28 16:00,31.8
2023/8/28 17:00,31.1
2023/8/28 18:00,30.9
2023/8/28 19:00,30.2
2023/8/28 20:00,29.6
2023/8/28 21:00,29.2
2023/8/28 22:00,28.7
2023/8/28 23:00,28.3
2023/8/29 0:00,28
2023/8/29 1:00,28
2023/8/29 2:00,28
2023/8/29 3:00,27.9
2023/8/29 4:00,27.6
2023/8/29 5:00,27.7
2023/8/29 6:00,28.2
2023/8/29 7:00,29.1
2023/8/29 8:00,30.5
2023/8/29 9:00,30.5
2023/8/29 10:00,31.3
2023/8/29 11:00,31.7
2023/8/29 12:00,32.1
2023/8/29 13:00,33.2
2023/8/29 14:00,32.4
2023/8/29 15:00,32.6
2023/8/29 16:00,32.2
2023/8/29 17:00,31.8
2023/8/29 18:00,30.6
2023/8/29 19:00,28.9
2023/8/29 20:00,28.7
2023/8/29 21:00,28.7
2023/8/29 22:00,28.1
2023/8/29 23:00,27.3
2023/8/30 0:00,27.3
2023/8/30 1:00,27.8
2023/8/30 2:00,27.1
2023/8/30 3:00,26.8
2023/8/30 4:00,26.8
2023/8/30 5:00,26.9
2023/8/30 6:00,27.3
2023/8/30 7:00,28.9
2023/8/30 8:00,30.2
2023/8/30 9:00,30.7
2023/8/30 10:00,30.8
2023/8/30 11:00,31.7
2023/8/30 12:00,31.5
2023/8/30 13:00,32.6
2023/8/30 14:00,31.9
2023/8/30 15:00,32.1
2023/8/30 16:00,31.6
2023/8/30 17:00,31.9
2023/8/30 18:00,31.1
2023/8/30 19:00,30.3
2023/8/30 20:00,29.3
2023/8/30 21:00,28.9
2023/8/30 22:00,28.3
2023/8/30 23:00,27.9
2023/8/31 0:00,27.5
2023/8/31 1:00,27.4
2023/8/31 2:00,27.3
2023/8/31 3:00,27.2
2023/8/31 4:00,27.1
2023/8/31 5:00,27
2023/8/31 6:00,26.8
2023/8/31 7:00,28.8
2023/8/31 8:00,29.8
2023/8/31 9:00,30.9
2023/8/31 10:00,31.5
2023/8/31 11:00,31.2
2023/8/31 12:00,31.7
2023/8/31 13:00,32
2023/8/31 14:00,32.9
2023/8/31 15:00,33
2023/8/31 16:00,31.9
2023/8/31 17:00,31.1
2023/8/31 18:00,30.1
2023/8/31 19:00,29
2023/8/31 20:00,28.2
2023/8/31 21:00,27.9
2023/8/31 22:00,27.7
2023/8/31 23:00,27.3
2023/9/1 0:00,27.3
2023/9/1 1:00,27.1
2023/9/1 2:00,26.8
2023/9/1 3:00,26.6
2023/9/1 4:00,26.4
2023/9/1 5:00,26.4
2023/9/1 6:00,26.6
2023/9/1 7:00,28.8
2023/9/1 8:00,28.6
2023/9/1 9:00,29.8
2023/9/1 10:00,30.4
2023/9/1 11:00,31
2023/9/1 12:00,32
2023/9/1 13:00,33.7
2023/9/1 14:00,32.7
2023/9/1 15:00,33.8
2023/9/1 16:00,34.4
2023/9/1 17:00,32.6
2023/9/1 18:00,30.6
2023/9/1 19:00,29.4
2023/9/1 20:00,28.6
2023/9/1 21:00,28.3
2023/9/1 22:00,28.1
2023/9/1 23:00,28
2023/9/2 0:00,27.7
2023/9/2 1:00,27.6
2023/9/2 2:00,27.5
2023/9/2 3:00,27.5
2023/9/2 4:00,27.3
2023/9/2 5:00,26.9
2023/9/2 6:00,26.9
2023/9/2 7:00,28.7
2023/9/2 8:00,29
2023/9/2 9:00,30.6
2023/9/2 10:00,30.3
2023/9/2 11:00,31.3
2023/9/2 12:00,32
2023/9/2 13:00,31.9
2023/9/2 14:00,32.5
2023/9/2 15:00,32.4
2023/9/2 16:00,31.7
2023/9/2 17:00,30.9
2023/9/2 18:00,29.9
2023/9/2 19:00,28.8
2023/9/2 20:00,28.4
2023/9/2 21:00,27.9
2023/9/2 22:00,28
2023/9/2 23:00,28
2023/9/3 0:00,27.6
2023/9/3 1:00,27.3
2023/9/3 2:00,26.8
2023/9/3 3:00,26.4
2023/9/3 4:00,26.5
2023/9/3 5:00,25.9
2023/9/3 6:00,26.4
2023/9/3 7:00,27
2023/9/3 8:00,29.3
2023/9/3 9:00,30.7
2023/9/3 10:00,31.1
2023/9/3 11:00,30.9
2023/9/3 12:00,31.9
2023/9/3 13:00,32.4
2023/9/3 14:00,31.6
2023/9/3 15:00,30.9
2023/9/3 16:00,30.9
2023/9/3 17:00,30.1
2023/9/3 18:00,29.2
2023/9/3 19:00,28.8
2023/9/3 20:00,28.4
2023/9/3 21:00,28
2023/9/3 22:00,27.8
2023/9/3 23:00,27
2023/9/4 0:00,27.2
2023/9/4 1:00,27
2023/9/4 2:00,26
2023/9/4 3:00,25.5
2023/9/4 4:00,25.7
2023/9/4 5:00,25.8
2023/9/4 6:00,25.9
2023/9/4 7:00,26
2023/9/4 8:00,26.3
2023/9/4 9:00,27.4
2023/9/4 10:00,29.3
2023/9/4 11:00,28
2023/9/4 12:00,27.6
2023/9/4 13:00,28.9
2023/9/4 14:00,27.1
2023/9/4 15:00,26.9
2023/9/4 16:00,26.9
2023/9/4 17:00,27.8
2023/9/4 18:00,28.2
2023/9/4 19:00,27.7
